#value	pattern_data	pattern_string	frequency
22896	5,9,10242	5|.....|.....|.O.O.|.....|.X.OX|	1262
22897	5,10224639,19039231	5|OX.OX|XXO.O|.....|#####|#####|	1262
22898	5,3526507,28937331	5|OO.##|OX.##|X..##|XX.##|OX.##|	1262
22899	5,288,688128	5|.....|O.O.O|.....|.X..X|.....|	1262
22900	5,33292,16	5|.....|....X|.....|X....|OXX..|	1262
22901	5,2622463,26575871	5|OO.XO|XO.OO|.....|#####|#####|	1262
22902	5,65567,7372831	5|..OOO|...XO|.....|.....|#####|	1262
22903	5,2,3145856	5|...OO|.....|.....|..O..|...X.|	1262
22904	5,1091113,1344561	5|....#|.O..#|.X..#|X...#|OX..#|	1262
22905	5,10240,2097158	5|...O.|.....|.X.X.|.....|..OO.|	1262
22906	5,53,2	5|.....|.....|.....|....X|X.XOX|	1262
22907	5,1099313,1877293	5|....#|OO..#|XO..#|XO..#|XOO.#|	1262
22908	5,193,1030	5|.....|.....|....O|..XX.|..OOX|	1262
22909	5,1083299,1082429	5|....#|....#|....#|XXX.#|OOOX#|	1262
22910	5,20549235,3534187	5|X..##|XO.##|OO.##|XO.##|XO.##|	1262
22911	5,1605663,2163743	5|...OX|X..OX|....O|.....|#####|	1262
22912	5,20041339,3771491	5|X..##|O..##|X..##|X..##|XX.##|	1262
22913	5,35072,66560	5|.....|...OX|...XO|.X...|.....|	1262
22914	5,2058,73728	5|.....|...O.|.O.X.|.....|.X.X.|	1262
22915	5,1568,34816	5|.....|....O|...OX|X...X|.....|	1262
22916	5,101,2434	5|.....|.....|...O.|.OOXX|..XOX|	1262
22917	5,1,10274	5|.....|.....|.O.O.|....O|...OX|	1262
22918	5,1312,1048576	5|....O|.....|....X|.X..X|.....|	1262
22919	5,1115135,21496831	5|O.O.X|O..X.|.....|#####|#####|	1262
22920	5,33791,19990527	5|O..OO|...OX|....O|#####|#####|	1262
22921	5,17,1048584	5|....O|.....|.....|.....|XO..X|	1262
22922	5,2192,1056	5|.....|.....|...XO|..X.O|X....|	1261
22923	5,69,1312	5|.....|.....|....O|.O.XO|..X.X|	1261
22924	5,304,1024	5|.....|.....|....O|.X..X|X....|	1261
22925	5,1152,22	5|.....|.....|....X|..X..|O.OO.|	1261
22926	5,68,144	5|.....|.....|.....|..OX.|O.X..|	1261
22927	5,1353265,26264609	5|OO..#|.X..#|OX..#|X...#|X...#|	1261
22928	5,10240,294913	5|.....|.O..O|.X.X.|.....|....O|	1261
22929	5,2337,1090	5|.....|.....|...XO|.X.OX|...OX|	1261
22930	5,4064255,29426687	5|OOOXX|XXXO.|.....|#####|#####|	1261
22931	5,2,542720	5|.....|O....|O..O.|.....|...X.|	1261
22932	5,2178,1124	5|.....|.....|...XO|..XOO|..OX.|	1261
22933	5,68,16648	5|.....|.....|O....|.O.X.|.OX..|	1261
22934	5,9280,67616	5|.....|...O.|.X.OX|...XO|.....|	1261
22935	5,2130943,4395007	5|..OX.|..OOX|...OO|#####|#####|	1261
22936	5,3787891,3509347	5|...##|XO.##|X..##|...##|X..##|	1261
22937	5,1605663,8519711	5|.O..X|X.O.X|.....|.....|#####|	1261
22938	5,2,2368	5|.....|.....|...O.|.O.O.|...X.|	1261
22939	5,1552,1048576	5|....O|.....|....X|X....|X....|	1261
22940	5,2,1048593	5|....O|.....|.....|.....|O..XO|	1261
22941	5,1101217,1082495	5|....#|....#|X..X#|.XXO#|OOOO#|	1261
22942	5,17825823,1055	5|X...X|.....|....O|.....|#####|	1261
22943	5,1361457,1615145	5|....#|OX..#|XO..#|XO..#|XO..#|	1261
22944	5,72,172032	5|.....|..O.O|.O...|...X.|.X...|	1261
22945	5,129,1049698	5|....O|.....|....O|..XOO|...OX|	1261
22946	5,1,541696	5|.....|O....|O...O|.....|....X|	1261
22947	5,3271787,4034419	5|...##|OO.##|XX.##|OO.##|OX.##|	1261
22948	5,3526003,28945507	5|OO.##|OX.##|XO.##|.X.##|X..##|	1261
22949	5,131,2140	5|.....|.....|...O.|..XO.|OOOXX|	1261
22950	5,1091105,1737761	5|....#|O.O.#|.X..#|X...#|....#|	1261
22951	5,1408,4	5|.....|.....|....X|.XX..|..O..|	1261
22952	5,90,513	5|.....|.....|.....|O..X.|XX.XO|	1261
22953	5,1081375,8520735	5|.O..X|..O.X|....O|.....|#####|	1261
22954	5,32778,16	5|.....|....X|.....|.....|OX.X.|	1261
22955	5,3787883,20024691	5|O..##|X..##|X..##|.O.##|OX.##|	1261
22956	5,70,2472	5|.....|.....|...O.|.OOXO|.OXX.|	1260
22957	5,1353265,17876001	5|O...#|.X..#|OX..#|X...#|X...#|	1260
22958	5,2098175,26739711	5|OO.XO|O....|.....|#####|#####|	1260
22959	5,1082399,262175	5|....X|.O..X|....X|.....|#####|	1260
22960	5,17876991,10397695	5|XO..#|OOO.#|XO..#|#####|#####|	1260
22961	5,2130943,12911615	5|.OOX.|.O.OX|.....|#####|#####|	1260
22962	5,1284,1	5|.....|.....|....X|.X...|..X.O|	1260
22963	5,1099049,1615393	5|....#|O...#|XO..#|OX..#|.X..#|	1260
22964	5,132127,6291487	5|..OO.|..X..|....X|.....|#####|	1260
22965	5,7,352	5|.....|.....|.....|.O.OO|..XXX|	1260
22966	5,132,1064	5|.....|.....|....O|..X.O|.OX..|	1260
22967	5,4,81936	5|.....|...O.|O....|.....|O.X..|	1260
22968	5,1082673,17867809	5|O...#|....#|.O..#|.X..#|X...#|	1260
22969	5,76,12600592	5|.OO..|.....|O...O|.O.X.|OXX..|	1260
22970	5,3272043,20549219	5|O..##|O..##|XX.##|OX.##|.X.##|	1260
22971	5,5,25165824	5|OO...|.....|.....|.....|..X.X|	1260
22972	5,163871,1638431	5|....O|O.XOX|.....|.....|#####|	1260
22973	5,1216,260	5|.....|.....|....X|.OXX.|..O..|	1260
22974	5,32785,2	5|.....|....X|.....|.....|X..OX|	1260
22975	5,13,8388608	5|.O...|.....|.....|.....|.XX.X|	1260
22976	5,2560,5242880	5|..O.O|.....|...X.|X....|.....|	1260
22977	5,9962495,132095	5|.X..X|X.O..|.....|#####|#####|	1260
22978	5,129,262152	5|.....|.O...|.....|..X..|.O..X|	1260
22979	5,76,1024	5|.....|.....|....O|...X.|.XX..|	1260
22980	5,32778,3211312	5|...OO|...OX|.....|....O|OX.X.|	1260
22981	5,2294783,4981759	5|..OX.|OOXX.|.....|#####|#####|	1260
22982	5,544,33792	5|.....|....O|....O|X...X|.....|	1260
22983	5,164,2123	5|.....|.....|...O.|..XOX|.OXOO|	1259
22984	5,69,1048576	5|....O|.....|.....|...X.|..X.X|	1259
22985	5,3264511,20549631	5|O..##|O..##|X..##|#####|#####|	1259
22986	5,489,6	5|.....|.....|.....|.XXXX|.XOOX|	1259
22987	5,1200,0	5|.....|.....|....X|..X.X|X....|	1259
22988	5,32799,18415647	5|O...O|O..OX|.....|.....|#####|	1259
22989	5,2360319,18351103	5|O..XO|OX...|.....|#####|#####|	1259
22990	5,294,1224	5|.....|.....|....O|.XOOX|.OXX.|	1259
22991	5,11,2080	5|.....|.....|...O.|....O|.X.XX|	1259
22992	5,3526507,12160115	5|.O.##|OX.##|X..##|XX.##|OX.##|	1259
22993	5,66,133256	5|.....|..O..|...O.|..OX.|.O.X.|	1259
22994	5,1,19398656	5|O..O.|O....|.....|.....|....X|	1259
22995	5,1,524294	5|.....|O....|.....|.....|..OOX|	1259
22996	5,2,1060	5|.....|.....|....O|....O|..OX.|	1259
22997	5,1552,128	5|.....|.....|....X|X.O..|X....|	1259
22998	5,2,21299521	5|O.O..|.O.O.|.....|.O.O.|...XO|	1259
22999	5,133151,1081375	5|....O|..X.O|...X.|.....|#####|	1259
23000	5,18384433,9757993	5|XO..#|XO..#|OO..#|XO..#|XO..#|	1259
23001	5,2524159,5243903	5|..OXO|.XX.X|.....|#####|#####|	1259
23002	5,2524159,25691135	5|OO.X.|OXX.X|.....|#####|#####|	1259
23003	5,226,269	5|.....|.....|.....|.OXXX|.OOXO|	1259
23004	5,4,1049602	5|....O|.....|....O|.....|..XO.|	1259
23005	5,3264115,3517539	5|...##|.O.##|XO.##|X..##|X..##|	1259
23006	5,1107241,1869345	5|....#|OO..#|XX..#|OX..#|.X..#|	1259
23007	5,75904,16795200	5|O....|...X.|OX.XO|O.XO.|.....|	1259
23008	5,132127,559135	5|.....|O.X.O|...OX|.....|#####|	1259
23009	5,3525987,12160123	5|.O.##|OX.##|X..##|.X.##|OO.##|	1259
23010	5,2622463,26543103	5|OO.XO|XO.O.|.....|#####|#####|	1258
23011	5,19989503,13370367	5|XOOXX|OO.X.|.....|#####|#####|	1258
23012	5,1099297,1745953	5|....#|O.O.#|XO..#|X...#|....#|	1258
23013	5,1106993,1083297	5|....#|....#|XX..#|OOO.#|X...#|	1258
23014	5,20295283,3263851	5|X..##|.X.##|OX.##|XO.##|XO.##|	1258
23015	5,128,10616832	5|.O.O.|..O..|.....|..X..|.....|	1258
23016	5,32784,2050	5|.....|....X|...O.|.....|X..O.|	1258
23017	5,130,131328	5|.....|..O..|.....|.OX..|...X.|	1258
23018	5,20557179,3247715	5|X..##|X..##|.X.##|OX.##|XX.##|	1258
23019	5,2130943,26412031	5|OO.XO|..OOX|.....|#####|#####|	1258
23020	5,34,262400	5|.....|.O...|.....|.O..X|...X.|	1258
23021	5,3788663,3247211	5|...##|X..##|X..##|XX.##|XOX##|	1258
23022	5,1623841,1352865	5|....#|XO..#|XO..#|XXO.#|....#|	1258
23023	5,1028,5800089	5|..O.O|O...O|....X|..O..|OOX.O|	1258
23024	5,18596863,23872511	5|#.OOX|#OXXX|#....|#####|#####|	1258
23025	5,9,66560	5|.....|...O.|....O|.....|.X..X|	1258
23026	5,1099553,1090593	5|....#|....#|XO..#|XX..#|....#|	1258
23027	5,2816,1064960	5|....O|.....|O..X.|XX...|.....|	1258
23028	5,2,2098209	5|...O.|.....|....O|....O|...XO|	1258
23029	5,1040,265	5|.....|.....|....X|.O...|XO..O|	1258
23030	5,93,898	5|.....|.....|.....|OOOX.|XXXOX|	1258
23031	5,2,3407872	5|...OO|.O...|.....|.....|...X.|	1258
23032	5,6,16777480	5|O....|.....|.....|.O...|.OXX.|	1258
23033	5,6,1056	5|.....|.....|....O|....O|..XX.|	1258
23034	5,193,0	5|.....|.....|.....|..XX.|....X|	1258
23035	5,5,4194368	5|..O..|.....|.....|...O.|..X.X|	1258
23036	5,137,1024	5|.....|.....|....O|..X..|.X..X|	1258
23037	5,129,40	5|.....|.....|.....|..X.O|.O..X|	1258
23038	5,3526003,20556899	5|O..##|OX.##|XO.##|.X.##|X..##|	1258
23039	5,1082673,18138145	5|O...#|.O..#|O...#|.X..#|X...#|	1258
23040	5,34847,2228255	5|...O.|..O.X|...X.|.....|#####|	1258
23041	5,76,8322	5|.....|.....|.O...|..OX.|.XXO.|	1258
23042	5,1083363,1082429	5|....#|....#|....#|XXXX#|OOOX#|	1257
23043	5,18400319,9741887	5|XO..#|XO..#|XO..#|O...#|#####|	1257
23044	5,1361201,9995297	5|.O..#|OX..#|X...#|.X..#|X...#|	1257
23045	5,62,2049	5|.....|.....|...O.|....X|XXXXO|	1257
23046	5,2130943,25297919	5|OO.X.|..O.X|.....|#####|#####|	1257
23047	5,1284,262336	5|.....|.O...|....X|.XOO.|..X..|	1257
23048	5,2,16412	5|.....|.....|O....|.....|OOOX.|	1257
23049	5,64,262912	5|.....|.O...|.....|OO.X.|.....|	1257
23050	5,70,8840	5|.....|.....|.O...|O.OX.|.OXX.|	1257
23051	5,1082929,17884449	5|O...#|....#|OO..#|XO..#|X...#|	1257
23052	5,132,2097216	5|...O.|.....|.....|..XO.|..X..|	1257
23053	5,9216,34848	5|.....|....O|.X.OX|....O|.....|	1257
23054	5,2,1050657	5|....O|.....|...O.|....O|...XO|	1257
23055	5,3047455,29427743	5|OOOX.|XXXOX|...O.|.....|#####|	1257
23056	5,5,1440	5|.....|.....|....O|.OO.O|..X.X|	1257
23057	5,38,640	5|.....|.....|.....|O.O.X|..XX.|	1257
23058	5,1361457,10003753	5|.O..#|OX..#|XO..#|XO..#|XO..#|	1257
23059	5,224,1048583	5|....O|.....|.....|..XXX|..OOO|	1257
23060	5,10242,8388616	5|.O...|.....|.X.X.|.....|.O.X.|	1257
23061	5,3780451,11914339	5|.O.##|XO.##|OX.##|XX.##|...##|	1257
23062	5,2056,73728	5|.....|...O.|.O.X.|.....|.X...|	1257
23063	5,3533951,3771519	5|...##|OX.##|XX.##|...##|#####|	1257
23064	5,3932191,8388639	5|.O.XX|XX...|.....|.....|#####|	1257
23065	5,1081375,12649503	5|.OO.X|...OX|....O|.....|#####|	1257
23066	5,1098921,1082421	5|....#|....#|X...#|..X.#|OXO.#|	1257
23067	5,352,263168	5|.....|.O...|....O|.X.XX|.....|	1256
23068	5,3771519,3271807	5|...##|X..##|OO.##|...##|#####|	1256
23069	5,81984,8	5|.....|...X.|X....|...X.|.O...|	1256
23070	5,17860145,9749801	5|XO..#|.O..#|O...#|XO..#|XO..#|	1256
23071	5,171,3140	5|.....|.....|...OO|..XOX|.XOXX|	1256
23072	5,4034155,20024435	5|O..##|XX.##|...##|X..##|OX.##|	1256
23073	5,3264371,3779691	5|...##|O..##|XO.##|XX.##|XO.##|	1256
23074	5,75904,1120	5|.....|...X.|.X.XO|..XOO|.....|	1256
23075	5,1992,55	5|.....|.....|....X|XXXXO|OXOOO|	1256
23076	5,1614889,9733153	5|.O..#|XO..#|.X..#|....#|.X..#|	1256
23077	5,3,18400348	5|O...O|O...O|O...O|...O.|OOOXX|	1256
23078	5,134,2129	5|.....|.....|...O.|..XO.|O.XXO|	1256
23079	5,132,131146	5|.....|..O..|.....|..XO.|.OXO.|	1256
23080	5,66,517	5|.....|.....|.....|O..X.|..OXO|	1256
23081	5,19522,33	5|.....|.....|X..XX|...XO|...XO|	1256
23082	5,192,1050656	5|....O|.....|...O.|..XXO|.....|	1256
23083	5,41220,196800	5|.....|..OOX|.X...|.XOO.|..X..|	1256
23084	5,194,772	5|.....|.....|.....|OOXX.|..OX.|	1256
23085	5,6,25165824	5|OO...|.....|.....|.....|..XX.|	1256
23086	5,6,1105	5|.....|.....|....O|...O.|O.XXO|	1256
23087	5,1098801,17859873	5|O...#|....#|X...#|.O..#|X...#|	1256
23088	5,48,8400194	5|.O...|.....|.O.OO|.O.OX|X..O.|	1256
23089	5,174239,2163743	5|...O.|..XOX|.X.XO|..X..|#####|	1256
23090	5,1099305,1090849	5|....#|....#|XO..#|XO..#|.X..#|	1256
23091	5,9995327,18138175	5|OX..#|XO..#|O...#|....#|#####|	1256
23092	5,1081375,12582943	5|.OO.X|....X|.....|.....|#####|	1256
23093	5,1030,9	5|.....|.....|....X|.....|.OXXO|	1256
23094	5,17990655,2163711	5|X..OX|..XOX|.....|#####|#####|	1255
23095	5,17826815,14779391	5|XOOOX|...OO|.....|#####|#####|	1255
23096	5,33088,327680	5|.....|.O.OX|.....|.X.X.|.....|	1255
23097	5,761887,16007199	5|.OOOO|XOXXX|OX...|.....|#####|	1255
23098	5,1623601,9741609	5|.O..#|XO..#|XO..#|XO..#|XO..#|	1255
23099	5,296991,66591	5|.....|.X.OX|...XO|.....|#####|	1255
23100	5,1082917,1082537	5|....#|....#|....#|X.O.#|.OX.#|	1255
23101	5,1152,34848	5|.....|....O|...OX|..X.O|.....|	1255
23102	5,3263595,3255907	5|...##|...##|XO.##|O..##|.X.##|	1255
23103	5,5,1049088	5|....O|.....|.....|O....|..X.X|	1255
23104	5,2312,7	5|.....|.....|...X.|.X...|.XOOO|	1255
23105	5,3771507,20311139	5|O..##|XO.##|OO.##|...##|X..##|	1255
23106	5,1099305,10003489	5|.O..#|O...#|XO..#|X...#|.X..#|	1255
23107	5,3,16793600	5|O....|.....|O....|.....|...XX|	1255
23108	5,160,344064	5|.....|.O.O.|O....|..X.X|.....|	1255
23109	5,1082553,1083169	5|....#|....#|....#|OOX.#|XX..#|	1255
23110	5,1,8266	5|.....|.....|.O...|...O.|.O.OX|	1255
23111	5,1064,132	5|.....|.....|....X|..O.X|.XO..|	1255
23112	5,117,2	5|.....|.....|.....|...XX|X.XOX|	1254
23113	5,32784,16904	5|.....|....X|O....|O....|XO...|	1254
23114	5,33312,131201	5|.....|..O.X|.....|X.O.X|....O|	1254
23115	5,294943,196639	5|.....|.XOOX|.....|.....|#####|	1254
23116	5,99327,4195327	5|..O..|...XX|.....|#####|#####|	1254
23117	5,1217,25200672	5|OO...|....O|...OX|..XXO|....X|	1254
23118	5,20549243,11922791	5|XO.##|XO.##|OO.##|XO.##|XXO##|	1254
23119	5,20775935,8422399	5|XO.XX|XX.XO|.....|#####|#####|	1254
23120	5,1029,64	5|.....|.....|....X|...O.|..X.X|	1254
23121	5,11,2180	5|.....|.....|...O.|..O..|.XOXX|	1254
23122	5,7,30408712	5|OOO.O|.....|.....|.....|.OXXX|	1254
23123	5,2425855,12715007	5|.OOX.|.XOX.|.....|#####|#####|	1254
23124	5,1098805,1082665	5|....#|....#|X...#|.O..#|XOX.#|	1254
23125	5,2816,16793600	5|O....|.....|O..X.|XX...|.....|	1254
23126	5,36,16401	5|.....|.....|O....|....X|O.X.O|	1254
23127	5,138,131076	5|.....|..O..|.....|..X..|.XOX.|	1254
23128	5,1082913,17859745	5|O...#|....#|....#|X.O.#|....#|	1254
23129	5,324,10	5|.....|.....|.....|.X.X.|.OXO.|	1254
23130	5,5,176	5|.....|.....|.....|..O.O|O.X.X|	1254
23131	5,128,164352	5|.....|..O.O|.....|O.X..|.....|	1254
23132	5,4,4194442	5|..O..|.....|.....|..O..|.OXO.|	1254
23133	5,4,11534336	5|.O.OO|.....|.....|.....|..X..|	1254
23134	5,320,132	5|.....|.....|.....|.XOX.|..O..|	1254
23135	5,33024,66560	5|.....|...OX|....O|.X...|.....|	1254
23136	5,31,10487839	5|.O.O.|.....|...O.|.....|#####|	1254
23137	5,2056,8324	5|.....|.....|.O.X.|..O..|.XO..|	1254
23138	5,1028,10	5|.....|.....|....X|.....|.OXO.|	1254
23139	5,1055,16844831	5|O....|...O.|...OX|.....|#####|	1254
23140	5,160,9448704	5|.O..O|.....|.O.OO|.OX.X|.....|	1254
23141	5,1353505,1623089	5|....#|OX..#|OX..#|XX..#|O...#|	1253
23142	5,1352761,1606689	5|....#|OX..#|.X..#|....#|XX..#|	1253
23143	5,9216,40	5|.....|.....|.X..X|....O|.O...|	1253
23144	5,68,4194560	5|..O..|.....|.....|.O.X.|..X..|	1253
23145	5,1607221,1082401	5|....#|X...#|....#|X...#|X.X.#|	1253
23146	5,1082399,16777247	5|O...X|....X|....X|.....|#####|	1253
23147	5,1106977,17860145	5|O...#|....#|XX..#|O...#|O...#|	1253
23148	5,1107365,1082937	5|....#|....#|XX..#|OXX.#|OOX.#|	1253
23149	5,2064,65536	5|.....|...O.|...X.|.....|X....|	1253
23150	5,34,212	5|.....|.....|.....|..OOX|O.OX.|	1253
23151	5,3263603,4033643	5|...##|OO.##|X..##|...##|XO.##|	1253
23152	5,32784,12	5|.....|....X|.....|.....|XOO..|	1253
23153	5,81,25200416	5|OO...|....O|....O|OO.XO|X...X|	1253
23154	5,1311743,6292479	5|..OOX|.X...|.....|#####|#####|	1253
23155	5,68,73736	5|.....|...O.|.O...|...X.|.OX..|	1253
23156	5,200,8453	5|.....|.....|.O...|.OXX.|.XO.O|	1253
23157	5,1,524832	5|.....|O....|.....|O...O|....X|	1253
23158	5,10290175,16811007	5|OX..X|XX.XO|.....|#####|#####|	1253
23159	5,2,5244928	5|..O.O|.....|...O.|.....|...X.|	1253
23160	5,72,163841	5|.....|..O.O|.....|...X.|.X..O|	1253
23161	5,1606705,9749793	5|.O..#|XO..#|O...#|.O..#|X...#|	1253
23162	5,1083391,26904575	5|OO..#|O.O.#|....#|#####|#####|	1253
23163	5,1082367,4196351	5|..O.X|....X|....O|#####|#####|	1253
23164	5,1083189,1107113	5|....#|....#|OO..#|XXO.#|XOX.#|	1253
23165	5,2312,1092	5|.....|.....|...XO|.X.O.|.XO..|	1253
23166	5,2262015,5506047	5|..OXO|.OX.X|.....|#####|#####|	1253
23167	5,32785,1024	5|.....|....X|....O|.....|X...X|	1253
23168	5,320,11	5|.....|.....|.....|.X.X.|.O.OO|	1253
23169	5,80,32898	5|.....|....O|.....|..OX.|X..O.|	1253
23170	5,36,34816	5|.....|....O|...O.|....X|..X..|	1253
23171	5,1117183,33791	5|....X|...XO|...X.|#####|#####|	1253
23172	5,124,2944	5|.....|.....|...O.|OOOXX|XXX..|	1253
23173	5,1344,131072	5|.....|..O..|....X|.X.X.|.....|	1252
23174	5,6030335,18875391	5|O.XOX|XX...|.....|#####|#####|	1252
23175	5,304,524	5|.....|.....|.....|OX..X|XOO..|	1252
23176	5,64,2177	5|.....|.....|...O.|..OX.|....O|	1252
23177	5,133151,1639455	5|....O|O.XO.|...XO|.....|#####|	1252
23178	5,3212287,21627903	5|O.OXX|O.OX.|.....|#####|#####|	1252
23179	5,4,32960	5|.....|....O|.....|..OO.|..X..|	1252
23180	5,3255931,3263843	5|...##|...##|OX.##|XO.##|XX.##|	1252
23181	5,3788139,3255907	5|...##|X..##|XO.##|OX.##|.X.##|	1252
23182	5,34,1033	5|.....|.....|....O|....X|.O.XO|	1252
23183	5,19584,66	5|.....|.....|X..XX|..XO.|...O.|	1252
23184	5,3263603,3509859	5|...##|.O.##|X..##|O..##|X..##|	1252
23185	5,64,655872	5|.....|O.O..|.....|O..X.|.....|	1252
23186	5,65,32784	5|.....|....O|.....|...X.|O...X|	1252
23187	5,90143,262175	5|.....|.O.X.|XX...|.....|#####|	1252
23188	5,4,1065689	5|....O|.....|O....|O.OO.|OOX.O|	1252
23189	5,48,523	5|.....|.....|.....|O...X|XO.OO|	1252
23190	5,48,1092	5|.....|.....|....O|...OX|X.O..|	1252
23191	5,2,16777856	5|O....|.....|.....|O.O..|...X.|	1252
23192	5,4,5242888	5|..O.O|.....|.....|.....|.OX..|	1252
23193	5,3687423,1023	5|...XX|X....|X....|#####|#####|	1252
23194	5,131103,622623	5|.....|O.XOO|.....|.....|#####|	1252
23195	5,1091105,10126369	5|.O..#|O.O.#|.X..#|X...#|....#|	1252
23196	5,66176,262152	5|.....|.O.X.|.....|X.X..|.O...|	1252
23197	5,31,64	5|.....|.....|.....|...O.|XXXXX|	1252
23198	5,33823,591903	5|.....|O..OX|...OX|.....|#####|	1252
23199	5,149,2	5|.....|.....|.....|..X..|X.XOX|	1252
23200	5,229407,6553631	5|..OO.|.OXXX|.....|.....|#####|	1252
23201	5,18130481,1606689	5|X...#|OX..#|.X..#|X...#|X...#|	1252
23202	5,1877293,1099313	5|....#|XX..#|OX..#|OX..#|OXX.#|	1252
23203	5,2570,16	5|.....|.....|...X.|X....|OX.X.|	1251
23204	5,1999935,22053951	5|O.O.#|XXX.#|....#|....#|#####|	1251
23205	5,5,1082466	5|....O|....O|....O|...OO|..XOX|	1251
23206	5,1101,2	5|.....|.....|....X|...X.|.XXOX|	1251
23207	5,32784,8200	5|.....|....X|.O...|.....|XO...|	1251
23208	5,128,1048642	5|....O|.....|.....|..XO.|...O.|	1251
23209	5,78,0	5|.....|.....|.....|...X.|.XXX.|	1251
23210	5,1098785,1607217	5|....#|O...#|X...#|O...#|O...#|	1251
23211	5,1098785,1868857	5|....#|OO..#|X...#|....#|OO..#|	1251
23212	5,1083173,1098785	5|....#|....#|O...#|XX..#|..X.#|	1251
23213	5,17952,0	5|.....|.....|X...X|X...X|.....|	1251
23214	5,130,2129	5|.....|.....|...O.|..XO.|O..XO|	1251
23215	5,9248,8388608	5|.O...|.....|.X..X|....X|.....|	1251
23216	5,164863,2098175	5|...O.|..X.X|.....|#####|#####|	1251
23217	5,3164,163	5|.....|.....|...XX|..OXO|XXXOO|	1251
23218	5,3015679,30409727	5|OOOXO|XXX..|.....|#####|#####|	1251
23219	5,3796331,20287091	5|O..##|XO.##|XX.##|OX.##|OX.##|	1251
23220	5,197631,8651775	5|.O...|.OXX.|.....|#####|#####|	1251
23221	5,0,1050113	5|....O|.....|....O|O....|....O|	1251
23222	5,48,521	5|.....|.....|.....|O...X|XO..O|	1251
23223	5,18285567,14713855	5|XOOOX|.XXXO|.....|#####|#####|	1251
23224	5,328703,2130943	5|...O.|.X.XO|.....|#####|#####|	1251
23225	5,1623081,1082405	5|....#|X...#|X...#|....#|.XO.#|	1251
23226	5,2,120	5|.....|.....|.....|...OO|OO.X.|	1251
23227	5,18383933,1082401	5|X...#|X...#|....#|....#|XXX.#|	1251
23228	5,1605663,4194335	5|..O.X|X...X|.....|.....|#####|	1251
23229	5,3771519,28683391	5|OO.##|XO.##|.O.##|...##|#####|	1251
23230	5,17859889,1098785	5|X...#|....#|O...#|.X..#|X...#|	1251
23231	5,557087,1180703	5|....O|X.O.X|....O|.....|#####|	1251
23232	5,65,524294	5|.....|O....|.....|...X.|..OOX|	1251
23233	5,2294783,22021119	5|O.OXO|..XX.|.....|#####|#####|	1251
23234	5,1082673,1099437	5|....#|....#|O...#|OXO.#|XOO.#|	1251
23235	5,132,34819	5|.....|....O|...O.|..X..|..XOO|	1251
23236	5,0,1082913	5|....O|....O|....O|O...O|....O|	1250
23237	5,1353513,10011697	5|.O..#|OX..#|OX..#|XX..#|OX..#|	1250
23238	5,1607081,1082405	5|....#|X...#|....#|.XX.#|.XO.#|	1250
23239	5,17825823,622623	5|X...X|O..OO|.....|.....|#####|	1250
23240	5,1,18400378	5|O...O|O...O|O...O|...OO|OO.OX|	1250
23241	5,34,262145	5|.....|.O...|.....|....X|...XO|	1250
23242	5,1048593,2	5|....X|.....|.....|.....|X..OX|	1250
23243	5,1082431,22840383	5|O.O.#|OO..#|....#|....#|#####|	1250
23244	5,9,131206	5|.....|..O..|.....|..O..|.XOOX|	1250
23245	5,216,73988	5|.....|...O.|.O...|.OXX.|XXO..|	1250
23246	5,4,1064960	5|....O|.....|O....|.....|..X..|	1250
23247	5,76032,33984	5|.....|...XO|.X.XO|.XOO.|.....|	1250
23248	5,3089,32768	5|.....|....O|...XX|.....|X...X|	1250
23249	5,66112,16	5|.....|...X.|.....|X..X.|O....|	1250
23250	5,20251647,8422399	5|XO.XX|.X.XO|.....|#####|#####|	1250
23251	5,20049531,12422243	5|XO.##|OO.##|XX.##|X..##|XX.##|	1250
23252	5,1099041,17868329	5|O...#|....#|XO..#|OX..#|.O..#|	1250
23253	5,3772019,11922795	5|.O.##|XO.##|OO.##|XO.##|XO.##|	1250
23254	5,10240,23	5|.....|.....|.X.X.|.....|O.OOO|	1250
23255	5,3212287,4230143	5|..OXX|...XO|...O.|#####|#####|	1250
23256	5,3256179,3247339	5|...##|...##|.X.##|XXO##|XO.##|	1250
23257	5,3788147,11636323	5|.O.##|X..##|X..##|OX.##|X..##|	1250
23258	5,1572866,0	5|....X|X....|.....|.....|...X.|	1249
23259	5,65567,12714015	5|.OO..|..OX.|.....|.....|#####|	1249
23260	5,3263859,3509859	5|...##|.O.##|X..##|OX.##|X..##|	1249
23261	5,1082555,1082405	5|....#|....#|....#|..X.#|XXOX#|	1249
23262	5,4034155,11635811	5|.O.##|XX.##|...##|X..##|.X.##|	1249
23263	5,1369129,9995297	5|.O..#|OX..#|XX..#|....#|.X..#|	1249
23264	5,20496927,17383967	5|#..XX|#..OX|#....|#....|#####|	1249
23265	5,3264363,20810867	5|O..##|OO.##|X..##|XX.##|OX.##|	1249
23266	5,64,262432	5|.....|.O...|.....|.O.XO|.....|	1249
23267	5,64,1033	5|.....|.....|....O|...X.|.O..O|	1249
23268	5,289,132	5|.....|.....|.....|.XO.X|..O.X|	1249
23269	5,68,8193	5|.....|.....|.O...|...X.|..X.O|	1249
23270	5,50,513	5|.....|.....|.....|O...X|X..XO|	1249
